seed,plain_pedestrian_ap_r40,dcli_pedestrian_ap_r40,plain_minus_dcli_pedestrian_ap_r40,plain_cyclist_ap_r40,dcli_cyclist_ap_r40,plain_minus_dcli_cyclist_ap_r40,plain_macro_ap_r40,dcli_macro_ap_r40,plain_minus_dcli_macro_ap_r40
0,91.79056370589876,92.34865263379,-0.5580889278912338,98.71057183557184,98.83704637802998,-0.1264745424581406,95.2505677707353,95.59284950590998,-0.3422817351746801
1,93.6505365680052,89.9186903819016,3.7318461861035956,97.92377398720681,97.23935786435786,0.6844161228489583,95.787155277606,93.57902412312973,2.208131154476277
2,92.57574113869882,90.20341583511959,2.372325303579231,98.67329545454545,96.95052744276335,1.722768011782108,95.62451829662214,93.57697163894147,2.0475466576806696
3,93.30800052850871,92.11265581359473,1.1953447149139862,98.37225274725276,97.32510534635409,1.047147400898666,95.84012663788073,94.71888057997441,1.121246057906319
4,91.58964915414877,90.33771548294794,1.251933671200831,97.29201411333766,98.4292328042328,-1.1372186908951392,94.44083163374322,94.38347414359038,0.057357490152838864
